Dimension of result matrix: 30 * 30
Min time: 1.9 mls for count of threads: 3
Count of threads - 1 Execution time - 2.4 mls
Count of threads - 2 Execution time - 2.2 mls
Count of threads - 3 Execution time - 1.9 mls
Count of threads - 4 Execution time - 2.7 mls
Count of threads - 5 Execution time - 2.2 mls
Count of threads - 6 Execution time - 2.5 mls
Count of threads - 7 Execution time - 3.3 mls
Count of threads - 8 Execution time - 3.3 mls
Count of threads - 9 Execution time - 3.3 mls
Count of threads - 10 Execution time - 3.4 mls
Count of threads - 11 Execution time - 3.4 mls
Count of threads - 12 Execution time - 4.1 mls
Count of threads - 13 Execution time - 3.8 mls
Count of threads - 14 Execution time - 3.7 mls
Count of threads - 15 Execution time - 3.9 mls
Count of threads - 16 Execution time - 4.0 mls
Count of threads - 17 Execution time - 4.8 mls
Count of threads - 18 Execution time - 4.8 mls
Count of threads - 19 Execution time - 5.1 mls
Count of threads - 20 Execution time - 4.5 mls
Count of threads - 21 Execution time - 5.1 mls
Count of threads - 22 Execution time - 5.4 mls
Count of threads - 23 Execution time - 5.0 mls
Count of threads - 24 Execution time - 5.7 mls
Count of threads - 25 Execution time - 5.2 mls
Count of threads - 26 Execution time - 5.8 mls
Count of threads - 27 Execution time - 5.6 mls
Count of threads - 28 Execution time - 6.2 mls
Count of threads - 29 Execution time - 5.7 mls
Count of threads - 30 Execution time - 6.0 mls
Count of threads - 31 Execution time - 5.9 mls
Count of threads - 32 Execution time - 6.6 mls
Count of threads - 33 Execution time - 6.2 mls
Count of threads - 34 Execution time - 6.7 mls
Count of threads - 35 Execution time - 6.4 mls
Count of threads - 36 Execution time - 6.9 mls
Count of threads - 37 Execution time - 6.7 mls
Count of threads - 38 Execution time - 6.9 mls
Count of threads - 39 Execution time - 7.4 mls
Count of threads - 40 Execution time - 7.4 mls
Count of threads - 41 Execution time - 7.3 mls
Count of threads - 42 Execution time - 7.8 mls
Count of threads - 43 Execution time - 8.4 mls
Count of threads - 44 Execution time - 8.0 mls
Count of threads - 45 Execution time - 8.5 mls
Count of threads - 46 Execution time - 8.0 mls
Count of threads - 47 Execution time - 8.1 mls
Count of threads - 48 Execution time - 8.7 mls
Count of threads - 49 Execution time - 9.6 mls
Count of threads - 50 Execution time - 8.4 mls
Count of threads - 51 Execution time - 8.9 mls
Count of threads - 52 Execution time - 9.3 mls
Count of threads - 53 Execution time - 8.6 mls
Count of threads - 54 Execution time - 9.5 mls
Count of threads - 55 Execution time - 9.6 mls
Count of threads - 56 Execution time - 9.5 mls
Count of threads - 57 Execution time - 9.7 mls
Count of threads - 58 Execution time - 9.4 mls
Count of threads - 59 Execution time - 10.8 mls
Count of threads - 60 Execution time - 9.6 mls
Count of threads - 61 Execution time - 10.9 mls
Count of threads - 62 Execution time - 10.0 mls
Count of threads - 63 Execution time - 11.0 mls
Count of threads - 64 Execution time - 11.1 mls
Count of threads - 65 Execution time - 10.5 mls
Count of threads - 66 Execution time - 10.5 mls
Count of threads - 67 Execution time - 11.5 mls
Count of threads - 68 Execution time - 10.8 mls
Count of threads - 69 Execution time - 11.6 mls
Count of threads - 70 Execution time - 11.5 mls
Count of threads - 71 Execution time - 11.7 mls
Count of threads - 72 Execution time - 12.1 mls
Count of threads - 73 Execution time - 12.3 mls
Count of threads - 74 Execution time - 11.7 mls
Count of threads - 75 Execution time - 12.2 mls
Count of threads - 76 Execution time - 11.6 mls
Count of threads - 77 Execution time - 12.8 mls
Count of threads - 78 Execution time - 13.4 mls
Count of threads - 79 Execution time - 12.4 mls
Count of threads - 80 Execution time - 14.8 mls
Count of threads - 81 Execution time - 12.7 mls
Count of threads - 82 Execution time - 13.6 mls
Count of threads - 83 Execution time - 13.3 mls
Count of threads - 84 Execution time - 14.6 mls
Count of threads - 85 Execution time - 13.1 mls
Count of threads - 86 Execution time - 13.8 mls
Count of threads - 87 Execution time - 14.9 mls
Count of threads - 88 Execution time - 13.9 mls
Count of threads - 89 Execution time - 13.7 mls
Count of threads - 90 Execution time - 15.3 mls
Count of threads - 91 Execution time - 14.2 mls
Count of threads - 92 Execution time - 14.7 mls
Count of threads - 93 Execution time - 13.9 mls
Count of threads - 94 Execution time - 15.8 mls
Count of threads - 95 Execution time - 14.7 mls
Count of threads - 96 Execution time - 15.7 mls
Count of threads - 97 Execution time - 15.7 mls
Count of threads - 98 Execution time - 15.1 mls
Count of threads - 99 Execution time - 14.4 mls
Count of threads - 100 Execution time - 16.2 mls
Count of threads - 101 Execution time - 16.5 mls
Count of threads - 102 Execution time - 15.8 mls
